work_year,job_title,job_category,salary_currency,salary,salary_in_usd,experience_level,employment_type,work_setting,company_location,company_size
2023,Machine Learning Engineer,Machine Learning and AI,USD,125000,125000,Mid-level,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,USD,247600,247600,Senior,Full-time,In-person,United States,L
2023,Data Scientist,Data Science and Research,USD,127300,127300,Senior,Full-time,In-person,United States,L
2023,Data Scientist,Data Science and Research,USD,60000,60000,Mid-level,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,55000,55000,Mid-level,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,250000,250000,Mid-level,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,125000,125000,Mid-level,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,190000,190000,Senior,Full-time,Remote,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,170000,170000,Senior,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,USD,202600,202600,Senior,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,USD,168800,168800,Senior,Full-time,Remote,United States,M
2023,Data Engineer,Data Engineering,USD,132000,132000,Mid-level,Full-time,Remote,United States,M
2023,Data Engineer,Data Engineering,USD,111000,111000,Mid-level,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,USD,203000,203000,Senior,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,USD,127000,127000,Senior,Full-time,Remote,United States,M
2023,Business Intelligence Analyst,BI and Visualization,USD,125009,125009,Mid-level,Full-time,Remote,United States,M
2023,Business Intelligence Analyst,BI and Visualization,USD,83339,83339,Mid-level,Full-time,Remote,United States,M
2023,Data Analyst,Data Analysis,USD,112200,112200,Senior,Full-time,Remote,United States,M
2023,Data Analyst,Data Analysis,USD,91800,91800,Senior,Full-time,Remote,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,200000,200000,Senior,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,160000,160000,Senior,Full-time,In-person,United States,M
2023,AI Developer,Machine Learning and AI,EUR,150000,161952,Senior,Full-time,Hybrid,France,M
2023,Data Architect,Data Architecture and Modeling,USD,185000,185000,Senior,Full-time,In-person,United States,M
2023,Data Architect,Data Architecture and Modeling,USD,150000,150000,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,160000,160000,Mid-level,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,130000,130000,Mid-level,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,145000,145000,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,115000,115000,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,133000,133000,Entry-level,Part-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,58300,58300,Entry-level,Part-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,254000,254000,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,159000,159000,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,170000,170000,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,85000,85000,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,130500,130500,Mid-level,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,116000,116000,Mid-level,Full-time,In-person,United States,M
2023,Research Analyst,Data Science and Research,USD,81400,81400,Entry-level,Full-time,Remote,United States,M
2023,Research Analyst,Data Science and Research,USD,43500,43500,Entry-level,Full-time,Remote,United States,M
2023,Data Engineer,Data Engineering,USD,169000,169000,Mid-level,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,92000,92000,Mid-level,Full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,166000,166000,Senior,Full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,73100,73100,Senior,Full-time,In-person,United States,M
2023,Research Scientist,Data Science and Research,USD,190000,190000,Senior,Full-time,In-person,United States,M
2023,Research Scientist,Data Science and Research,USD,165000,165000,Senior,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,305600,305600,Senior,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,146600,146600,Senior,Full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,150000,150000,Senior,Full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,120000,120000,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,275000,275000,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,146400,146400,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,208500,208500,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,165000,165000,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,258700,258700,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,172500,172500,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,150000,150000,Mid-level,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,130000,130000,Mid-level,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,185000,185000,Senior,Full-time,Remote,United States,M
2023,Data Engineer,Data Engineering,USD,150000,150000,Senior,Full-time,Remote,United States,M
2023,Data Analyst,Data Analysis,USD,166000,166000,Senior,Full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,73100,73100,Senior,Full-time,In-person,United States,M
2023,Business Intelligence Analyst,BI and Visualization,USD,198200,198200,Senior,Full-time,In-person,United States,M
2023,Business Intelligence Analyst,BI and Visualization,USD,110200,110200,Senior,Full-time,In-person,United States,M
2023,Machine Learning Researcher,Machine Learning and AI,USD,166000,166000,Senior,Full-time,In-person,United States,M
2023,Machine Learning Researcher,Machine Learning and AI,USD,73100,73100,Senior,Full-time,In-person,United States,M
2023,Machine Learning Researcher,Machine Learning and AI,USD,212000,212000,Senior,Full-time,In-person,United States,M
2023,Machine Learning Researcher,Machine Learning and AI,USD,93300,93300,Senior,Full-time,In-person,United States,M
2023,AI Engineer,Machine Learning and AI,USD,212000,212000,Senior,Full-time,In-person,United States,M
2023,AI Engineer,Machine Learning and AI,USD,93300,93300,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,166000,166000,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,73100,73100,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,167100,167100,Mid-level,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,111400,111400,Mid-level,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,133000,133000,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,58400,58400,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,166000,166000,Entry-level,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,USD,73100,73100,Entry-level,Full-time,Remote,United States,M
2023,Data Analyst,Data Analysis,USD,170000,170000,Executive,Full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,145000,145000,Executive,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,212000,212000,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,93300,93300,Senior,Full-time,In-person,United States,M
2023,Data Architect,Data Architecture and Modeling,USD,170000,170000,Senior,Full-time,Remote,United States,M
2023,Data Architect,Data Architecture and Modeling,USD,135000,135000,Senior,Full-time,Remote,United States,M
2023,Data Engineer,Data Engineering,USD,145000,145000,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,115000,115000,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,139810,139810,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,95325,95325,Senior,Full-time,In-person,United States,M
2023,Research Scientist,Data Science and Research,USD,278700,278700,Senior,Full-time,In-person,United States,M
2023,Research Scientist,Data Science and Research,USD,159300,159300,Senior,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,226700,226700,Senior,Full-time,Remote,Canada,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,151100,151100,Senior,Full-time,Remote,Canada,M
2023,Data Engineer,Data Engineering,USD,247300,247300,Senior,Full-time,Remote,United States,M
2023,Data Engineer,Data Engineering,USD,139700,139700,Senior,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,USD,188000,188000,Senior,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,USD,139000,139000,Senior,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,USD,150000,150000,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,160000,160000,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,94000,94000,Senior,Full-time,In-person,United States,M
2023,Data Manager,Leadership and Management,USD,127000,127000,Mid-level,Full-time,Remote,United States,M
2023,Data Manager,Leadership and Management,USD,65000,65000,Mid-level,Full-time,Remote,United States,M
2023,ML Engineer,Machine Learning and AI,USD,276000,276000,Senior,Full-time,In-person,United States,M
2023,ML Engineer,Machine Learning and AI,USD,174000,174000,Senior,Full-time,In-person,United States,M
2023,Applied Scientist,Data Science and Research,USD,260000,260000,Senior,Full-time,In-person,United States,L
2023,Applied Scientist,Data Science and Research,USD,136000,136000,Senior,Full-time,In-person,United States,L
2023,Analytics Engineer,Leadership and Management,USD,250000,250000,Executive,Full-time,Remote,United States,M
2023,Analytics Engineer,Leadership and Management,USD,210000,210000,Executive,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,USD,188000,188000,Senior,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,USD,139000,139000,Senior,Full-time,Remote,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,238000,238000,Senior,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,176000,176000,Senior,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,204500,204500,Senior,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,142200,142200,Senior,Full-time,In-person,United States,M
2023,Data Science Director,Data Science and Research,USD,212000,212000,Executive,Full-time,In-person,United States,M
2023,Data Science Director,Data Science and Research,USD,190000,190000,Executive,Full-time,In-person,United States,M
2023,Research Engineer,Data Science and Research,USD,261500,261500,Senior,Full-time,In-person,United States,L
2023,Research Engineer,Data Science and Research,USD,134500,134500,Senior,Full-time,In-person,United States,L
2023,Data Architect,Data Architecture and Modeling,USD,239000,239000,Senior,Full-time,In-person,United States,L
2023,Data Architect,Data Architecture and Modeling,USD,122900,122900,Senior,Full-time,In-person,United States,L
2023,Analytics Engineer,Leadership and Management,USD,115000,115000,Senior,Full-time,In-person,United States,M
2023,Analytics Engineer,Leadership and Management,USD,95000,95000,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,158500,158500,Senior,Full-time,Remote,Canada,M
2023,Data Scientist,Data Science and Research,USD,115000,115000,Senior,Full-time,Remote,Canada,M
2023,ML Engineer,Machine Learning and AI,USD,331640,331640,Senior,Full-time,In-person,United States,M
2023,ML Engineer,Machine Learning and AI,USD,267720,267720,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,180000,180000,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,90000,90000,Senior,Full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,83000,83000,Mid-level,Full-time,Remote,United States,M
2023,Data Analyst,Data Analysis,USD,66000,66000,Mid-level,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,USD,224250,224250,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,121550,121550,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,166000,166000,Mid-level,Full-time,In-person,United States,M
